,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Year,Month,Year_Month,Geographic Location,Location,Latitude,Longitude,Drought / No Drought,MYD13A3_061__1_km_monthly_EVI,MYD13A3_061__1_km_monthly_NDVI,MYD13A3_061__1_km_monthly_VI_Quality_VI_Usefulness_Description,Deep_Drainage,PET_Actual,E_Actual,Soil_M_root_zone,Qtot,Rainfall,ENSO,IOD,IPO_TPI,SAMI,P_acc_3M,precip_calculated_index,precip_scale_2_calculated_index,precip_scale_3_calculated_index,precip_scale_6_calculated_index,precip_scale_9_calculated_index,precip_scale_12_calculated_index,precip_scale_24_calculated_index
778,778,778,778,778,778,778,2021,January,2021-01,Eden,Eden,-37.0667,149.9,0,0.3421,0.5597,['Decreasing quality (0011)'],6.006835938,177.0859375,81.9609375,0.443359375,0.96875,87.5,-1.87,0.116,,1.95,228.1953125,0.840013947,0.863496865,0.389373812,1.110409539,1.2394796893333884,0.9311911326347851,-0.3988034297524743
779,779,779,779,779,779,779,2021,February,2021-02,Eden,Eden,-37.0667,149.9,0,0.355,0.5433,['Highest quality'],5.73828125,138.28125,69.0234375,0.463867188,1.0703125,56.203125,-1.84,0.323,,2.19,242.1015625,-0.299239102,0.034241964,0.307500619,0.679746776,1.3548407188730889,0.7516207293455461,-0.5969646113134023
780,780,780,780,780,780,780,2021,March,2021-03,Eden,Eden,-37.0667,149.9,0,0.3168,0.5564,['Highest quality'],6.590820313,121.1640625,58.0234375,0.458984375,31.703125,208.296875,-0.55,0.367,,-0.95,352.0,1.294765704,0.745900626,0.921553662,1.316135034,1.8509277982353032,1.2159750793719133,-0.4232445276867798
781,781,781,781,781,781,781,2021,April,2021-04,Eden,Eden,-37.0667,149.9,0,0.3016,0.6047,['Highest quality'],8.108398438,98.328125,55.71875,0.587890625,3.671875,20.296875,-0.42,0.325,,0.87,284.796875,-0.683868386,0.836817825,0.409924373,0.488832966,1.066525230551281,1.2412514206277427,-0.28266024731857947
782,782,782,782,782,782,782,2020,May,2020-05,Bemboka,Bemboka,-36.6281,149.5696,0,0.3675,0.621,['Lower quality'],1.749023438,58.7734375,24.109375,0.314453125,0.328125,7.796875,-0.42,0.378,,1.03,71.4921875,-0.628467312,-0.939581844,-0.992252974,-0.417327141,-0.947711594197596,-1.3073901302919817,-1.2113876551710847
783,783,783,783,783,783,783,2020,June,2020-06,Bemboka,Bemboka,-36.6281,149.5696,0,0.295,0.5305,['Lower quality'],1.671875,44.3828125,13.8203125,0.265625,0.2578125,8.796875,-0.02,0.568,,1.18,42.390625,-0.766548359,-1.299790103,-1.518028811,-0.276316136,-1.0244405674751265,-1.2046581262414815,-1.1670322179254042
784,784,784,784,784,784,784,2020,July,2020-07,Bemboka,Bemboka,-36.6281,149.5696,0,0.2587,0.4775,['Lower quality'],1.739257813,47.609375,23.921875,0.504882813,44.6328125,243.296875,-0.44,0.417,,-0.97,259.890625,1.916276236,1.458208453,1.149746016,0.924537853,0.2036277959225772,-0.1251808343798221,-0.3882008267157893
785,785,785,785,785,785,785,2020,August,2020-08,Bemboka,Bemboka,-36.6281,149.5696,0,0.2799,0.5241,['Lower quality'],2.104492188,69.6953125,38.421875,0.819335938,61.578125,98.203125,-1.28,-0.07,,-2.2,350.296875,1.635486425,2.052322834,1.675872522,0.680903575,0.7074458819387817,0.2745155365460251,-0.11285019370451711
786,786,786,786,786,786,786,2020,September,2020-09,Bemboka,Bemboka,-36.6281,149.5696,0,0.3278,0.5525,['Highest quality'],2.3671875,98.6484375,56.40625,0.611328125,0.9453125,7.703125,-1.24,-0.084,,-0.25,349.203125,-1.147372811,1.046432695,2.038141315,1.145792425,0.9064132875447838,0.2541131355787492,-0.14862795934550171
787,787,787,787,787,787,787,2020,October,2020-10,Bemboka,Bemboka,-36.6281,149.5696,0,0.4037,0.6324,['Highest quality'],2.4921875,115.53125,79.46875,0.530273438,10.734375,149.0,-1.19,0.233,,1.79,254.90625,2.056056959,1.341796431,1.852698807,1.698212465,1.3790120720923416,0.7770891299821171,0.06986963606020542
788,788,788,788,788,788,788,2020,November,2020-11,Bemboka,Bemboka,-36.6281,149.5696,0,0.4421,0.6638,['Highest quality'],2.438476563,165.2265625,99.359375,0.565429688,15.3671875,42.203125,-1.19,0.143,,1.14,198.90625,-0.754582631,1.005051846,0.547256637,1.667841341,0.7288236833903261,0.769961005851503,-0.03426236627453632
789,789,789,789,789,789,789,2020,December,2020-12,Bemboka,Bemboka,-36.6281,149.5696,0,0.3758,0.6269,['Highest quality'],2.412109375,157.3984375,60.671875,0.411132813,1.25,47.296875,-1.86,0.1,,2.28,238.5,-0.068545548,-0.642380914,0.50181697,1.66258831,1.024985044632311,0.9108535749930176,-0.11121372341051915
790,790,790,790,790,790,790,2021,January,2021-01,Bemboka,Bemboka,-36.6281,149.5696,0,0.3135,0.5934,['Lower quality'],2.307617188,161.8046875,66.6015625,0.390625,1.1953125,55.796875,-1.87,0.116,,1.95,145.296875,0.096686259,-0.099158356,-0.446766231,0.544574992,0.9421072401458408,0.890946441713116,-0.1689807030039835
791,791,791,791,791,791,791,2021,February,2021-02,Bemboka,Bemboka,-36.6281,149.5696,0,0.3855,0.682,['Lower quality'],2.020507813,126.515625,72.546875,0.502929688,2.2578125,78.5,-1.84,0.323,,2.19,181.59375,-0.216353645,-0.330309111,-0.556974783,-0.214453982,1.1302203099497854,0.3290487111055978,-0.20184890330239286
792,792,792,792,792,792,792,2021,March,2021-03,Bemboka,Bemboka,-36.6281,149.5696,0,0.397,0.6731,['Highest quality'],2.22265625,106.7421875,65.5703125,0.580078125,144.8984375,314.796875,-0.55,0.367,,-0.95,449.09375,1.524152729,1.18692347,1.144079348,1.124965969,1.7789956278319488,1.294969424554424,0.2560466795292462
793,793,793,793,793,793,793,2021,April,2021-04,Bemboka,Bemboka,-36.6281,149.5696,0,0.4092,0.6887,['Highest quality'],2.40625,85.7578125,57.6796875,0.672851563,8.65625,13.1015625,-0.42,0.325,,0.87,406.3984375,-0.759626423,1.404332221,1.0743153,0.707382586,1.2432718557512348,1.47213864103963,0.4194393382144236
794,794,794,794,794,794,794,2020,May,2020-05,Brogo,Brogo,-36.5454,149.8072,0,0.4691,0.7145,['Lower quality'],2.046875,61.75,21.8671875,0.254882813,0.75,6.3984375,-0.42,0.378,,1.03,98.3984375,-0.695717019,-0.658863739,-0.790543062,-0.749054499,-1.3113513061327875,-1.6223439140067386,-1.4190558149609758
795,795,795,795,795,795,795,2020,June,2020-06,Brogo,Brogo,-36.5454,149.8072,0,0.3668,0.626,['Lower quality'],1.947265625,45.4765625,14.8046875,0.202148438,0.5,9.796875,-0.02,0.568,,1.18,60.4921875,-0.751830261,-1.318420964,-1.241777237,-0.648658771,-1.3648091001849283,-1.5112019060366804,-1.4375354569797958
796,796,796,796,796,796,796,2020,July,2020-07,Brogo,Brogo,-36.5454,149.8072,0,0.3395,0.5847,['Lower quality'],2.106445313,50.3125,28.34375,0.4765625,79.3984375,324.796875,-0.44,0.417,,-0.97,340.9921875,1.979094975,1.504252251,1.211979194,0.808030792,0.0788168064812178,-0.2977419338613596,-0.571927183762848
797,797,797,797,797,797,797,2020,August,2020-08,Brogo,Brogo,-36.5454,149.8072,0,0.3602,0.6388,['Lower quality'],3.491210938,73.3984375,40.8671875,0.79296875,70.328125,121.3984375,-1.28,-0.07,,-2.2,455.9921875,1.492482558,2.059085605,1.681247371,0.935934958,0.5866185325531154,0.1556429570935882,-0.25696863899825023
798,798,798,798,798,798,798,2020,September,2020-09,Brogo,Brogo,-36.5454,149.8072,0,0.3993,0.6524,['Highest quality'],4.55859375,101.21875,55.84375,0.5234375,2.75,7.5,-1.24,-0.084,,-0.25,453.6953125,-1.110233335,1.014148932,2.057360954,1.295008319,0.7885378261578219,0.1297726631503235,-0.2919999784469015
799,799,799,799,799,799,799,2020,October,2020-10,Brogo,Brogo,-36.5454,149.8072,0,0.4367,0.7266,['Highest quality'],4.86328125,117.6796875,74.7265625,0.469726563,7.1328125,183.296875,-1.19,0.233,,1.79,312.1953125,1.819553296,1.353338377,1.872359904,1.733122589,1.2983147842786422,0.6858087747147626,-0.08644583333643335
800,800,800,800,800,800,800,2020,November,2020-11,Brogo,Brogo,-36.5454,149.8072,0,0.4974,0.7404,['Highest quality'],5.326171875,165.8828125,100.546875,0.608398438,29.140625,77.1015625,-1.19,0.143,,1.14,267.8984375,0.005932068,1.490948138,0.974864602,1.854314558,1.0995389853919848,0.7787298217154459,-0.09854709997216107
801,801,801,801,801,801,801,2020,December,2020-12,Brogo,Brogo,-36.5454,149.8072,0,0.4909,0.7361,['Lower quality'],5.494140625,153.0390625,73.6953125,0.440429688,4.765625,81.0,-1.86,0.1,,2.28,341.3984375,0.324231605,0.092573531,0.941230431,1.907588567,1.362763497719868,0.9746673247190146,-0.12189807673686023
802,802,802,802,802,802,802,2021,January,2021-01,Brogo,Brogo,-36.5454,149.8072,0,0.4237,0.7362,['Lower quality'],5.443359375,164.6328125,81.484375,0.435546875,4.4375,82.3984375,-1.87,0.116,,1.95,240.5,0.402755213,0.305659122,0.171810837,0.905261532,1.223828787328162,0.995733969825568,-0.16556940070161774
803,803,803,803,803,803,803,2021,February,2021-02,Brogo,Brogo,-36.5454,149.8072,0,0.4944,0.7782,['Highest quality'],4.87109375,125.046875,75.03125,0.494140625,5.6875,65.796875,-1.84,0.323,,2.19,229.1953125,-0.411160818,-0.30896313,-0.285588303,0.189691513,1.3491947633579378,0.716698769207657,-0.3284626977143881
804,804,804,804,804,804,804,2021,March,2021-03,Brogo,Brogo,-36.5454,149.8072,0,0.4353,0.7458,['Highest quality'],5.426757813,110.0625,68.984375,0.54296875,128.125,325.5,-0.55,0.367,,-0.95,473.6953125,1.418901965,0.913084927,0.941939334,1.146284389,1.86285395305416,1.412171194658317,0.15432519389881397
805,805,805,805,805,805,805,2021,April,2021-04,Brogo,Brogo,-36.5454,149.8072,0,0.4554,0.7693,['Highest quality'],6.470703125,89.4609375,58.1640625,0.610351563,11.21875,9.296875,-0.42,0.325,,0.87,400.59375,-1.054271072,1.231877544,0.730576611,0.6942559,1.2590774597759389,1.549366590806147,0.26674196567684944
806,806,806,806,806,806,806,2020,May,2020-05,Bermagui,Bermagui,-36.4167,150.0667,0,0.1067,0.3393,['Lower quality'],7.150390625,76.5625,27.921875,0.127929688,2.2265625,9.203125,-0.42,0.378,,1.03,153.3046875,-0.882777105,-0.770634807,-0.587683419,-0.769489525,-1.4812054955706904,-1.709034589439025,-1.7432684039142647
807,807,807,807,807,807,807,2020,June,2020-06,Bermagui,Bermagui,-36.4167,150.0667,0,0.1511,0.456,['Decreasing quality (0010)'],6.184570313,57.234375,19.625,0.091796875,2.328125,12.0,-0.02,0.568,,1.18,77.8046875,-0.977651987,-1.615889115,-1.4165928,-0.708207342,-1.7142778183086205,-1.747285376823988,-1.8586616427793252
808,808,808,808,808,808,808,2020,July,2020-07,Bermagui,Bermagui,-36.4167,150.0667,0,0.1998,0.4383,['Lower quality'],7.265625,57.9296875,33.890625,0.318359375,12.171875,286.1015625,-0.44,0.417,,-0.97,307.3046875,1.973592979,1.320149651,0.925706551,0.661448481,-0.2434289619998955,-0.6652245285622319,-1.0169745894373905
809,809,809,809,809,809,809,2020,August,2020-08,Bermagui,Bermagui,-36.4167,150.0667,0,0.0897,0.3097,['Lower quality'],27.453125,84.25,49.15625,0.53515625,6.96875,136.0,-1.28,-0.07,,-2.2,434.1015625,1.341669526,1.966145282,1.519962265,0.926221481,0.4632177294285569,-0.0623883444503816,-0.591173342716085
810,810,810,810,810,810,810,2020,September,2020-09,Bermagui,Bermagui,-36.4167,150.0667,0,0.0628,0.2596,['Highest quality'],34.57617188,117.0625,58.734375,0.21484375,4.75,12.1015625,-1.24,-0.084,,-0.25,434.203125,-1.097193577,0.92195023,1.896903787,0.966944961,0.6692573443839386,-0.1576477366652507,-0.618786394381521
811,811,811,811,811,811,811,2020,October,2020-10,Bermagui,Bermagui,-36.4167,150.0667,0,0.1368,0.4535,['Highest quality'],31.2421875,135.0390625,72.6484375,0.248046875,10.3984375,169.3984375,-1.19,0.233,,1.79,317.5,1.511366747,1.073020711,1.550510206,1.471923218,1.1300278760756086,0.4413275689160416,-0.43967968941098484
812,812,812,812,812,812,812,2020,November,2020-11,Bermagui,Bermagui,-36.4167,150.0667,0,0.1755,0.4522,['Highest quality'],35.64160156,182.140625,100.0859375,0.342773438,11.265625,77.296875,-1.19,0.143,,1.14,258.796875,-0.146733406,1.127099203,0.655991291,1.544478434,0.970188995061661,0.5883524029149904,-0.4730420763740754
813,813,813,813,813,813,813,2020,December,2020-12,Bermagui,Bermagui,-36.4167,150.0667,0,0.1755,0.4522,['Highest quality'],33.66113281,167.5546875,83.578125,0.254882813,15.03125,121.8984375,-1.86,0.1,,2.28,368.59375,0.862510801,0.470251289,1.08434939,1.92590013,1.3028747673190415,0.9679944608662374,-0.4406145969163088
814,814,814,814,814,814,814,2021,January,2021-01,Bermagui,Bermagui,-36.4167,150.0667,0,0.1098,0.4168,['Lower quality'],34.38476563,179.2890625,97.7890625,0.270507813,15.3359375,109.796875,-1.87,0.116,,1.95,308.9921875,0.661333582,0.807161574,0.562562448,1.088686286,1.2491229357597669,1.030001691513424,-0.4203131679820269
815,815,815,815,815,815,815,2021,February,2021-02,Bermagui,Bermagui,-36.4167,150.0667,0,0.1371,0.376,['Lower quality'],30.33398438,139.2421875,79.8125,0.279296875,15.1875,61.203125,-1.84,0.323,,2.19,292.8984375,-0.336618648,-0.118318867,0.164754735,0.370301461,1.259956406802858,0.7994493960300745,-0.5819755629968503
816,816,816,816,816,816,816,2021,March,2021-03,Bermagui,Bermagui,-36.4167,150.0667,0,0.1558,0.4116,['Highest quality'],32.92285156,128.453125,76.0078125,0.34765625,50.3125,294.1015625,-0.55,0.367,,-0.95,465.1015625,1.474159969,0.827524023,0.958218249,1.252056221,1.8978894211414017,1.4407331523661828,-0.06046556539239126
817,817,817,817,817,817,817,2021,April,2021-04,Bermagui,Bermagui,-36.4167,150.0667,0,0.1113,0.3912,['Highest quality'],46.62890625,101.90625,65.3828125,0.319335938,11.578125,7.0,-0.42,0.325,,0.87,362.3046875,-1.699992503,1.065067244,0.482704029,0.742455858,1.232201969042722,1.4322746995875204,0.019711265293376343
818,818,818,818,818,818,818,2020,May,2020-05,Bega,Bega,-36.6742,149.8429,0,0.3955,0.6151,['Lower quality'],1.983398438,65.2578125,22.96875,0.215820313,0.1015625,3.296875,-0.42,0.378,,1.03,95.203125,-1.016076245,-0.777319706,-0.778518092,-0.856193663,-1.431339993603662,-1.8040077749567456,-1.503462243607198
819,819,819,819,819,819,819,2020,June,2020-06,Bega,Bega,-36.6742,149.8429,0,0.3034,0.5032,['Lower quality'],1.860351563,46.3984375,16.40625,0.163085938,0.0390625,10.203125,-0.02,0.568,,1.18,56.703125,-0.757283488,-1.442145468,-1.334944791,-0.734907236,-1.453586451995777,-1.6302323456774164,-1.513437225888098
820,820,820,820,820,820,820,2020,July,2020-07,Bega,Bega,-36.6742,149.8429,0,0.2294,0.4131,['Lower quality'],2.065429688,52.25,29.625,0.463867188,52.53125,307.8984375,-0.44,0.417,,-0.97,321.3984375,1.939519132,1.499652242,1.17609154,0.818119638,0.0801987353326682,-0.3289107023408586,-0.539257123459469
821,821,821,821,821,821,821,2020,August,2020-08,Bega,Bega,-36.6742,149.8429,0,0.3083,0.5541,['Lower quality'],4.150390625,75.6484375,44.375,0.7734375,24.5,91.0,-1.28,-0.07,,-2.2,409.1015625,1.372708783,2.02010447,1.640798307,0.902572272,0.5424936346122028,0.0601610120182182,-0.26833576362875744
822,822,822,822,822,822,822,2020,September,2020-09,Bega,Bega,-36.6742,149.8429,0,0.3629,0.5804,['Highest quality'],5.69140625,103.515625,62.15625,0.482421875,0.859375,7.796875,-1.24,-0.084,,-0.25,406.6953125,-1.170596146,0.654336512,2.006634824,1.12959614,0.7235762227605183,0.0330564397696943,-0.31795075852644133
823,823,823,823,823,823,823,2020,October,2020-10,Bega,Bega,-36.6742,149.8429,0,0.4335,0.6642,['Highest quality'],6.033203125,124.265625,81.703125,0.455078125,1.671875,177.703125,-1.19,0.233,,1.79,276.5,1.960444984,1.369622106,1.774771415,1.648202339,1.2816005347805586,0.6643476696716976,-0.07680347358307281
824,824,824,824,824,824,824,2020,November,2020-11,Bega,Bega,-36.6742,149.8429,0,0.4936,0.684,['Lower quality'],6.797851563,172.8515625,103.2890625,0.56640625,2.0,58.3984375,-1.19,0.143,,1.14,243.8984375,-0.334177297,1.501978891,0.890315332,1.762518182,1.037485907960624,0.7299284298287929,-0.13011287227655946
825,825,825,825,825,825,825,2020,December,2020-12,Bega,Bega,-36.6742,149.8429,0,0.4115,0.5851,['Decreasing quality (0010)'],6.934570313,158.6015625,77.4375,0.41796875,1.1015625,87.3984375,-1.86,0.1,,2.28,323.5,0.478351331,0.07784448,1.020968241,1.908360491,1.3033928473913967,0.9779428377151398,-0.16191206375138298
826,826,826,826,826,826,826,2021,January,2021-01,Bega,Bega,-36.6742,149.8429,0,0.4073,0.6391,['Lower quality'],6.887695313,170.171875,90.78125,0.416015625,0.9609375,82.5,-1.87,0.116,,1.95,228.296875,0.481969023,0.445011389,0.204807835,0.883258044,1.2171739859039823,1.0067148883421917,-0.192687659589092
827,827,827,827,827,827,827,2021,February,2021-02,Bega,Bega,-36.6742,149.8429,0,0.4263,0.6378,['Highest quality'],6.041015625,130.6796875,79.3125,0.44140625,1.078125,53.1015625,-1.84,0.323,,2.19,223.0,-0.439410755,-0.29814994,-0.181161757,0.225807419,1.3447004281962922,0.7250835802348554,-0.45731606071271047
828,828,828,828,828,828,828,2021,March,2021-03,Bega,Bega,-36.6742,149.8429,0,0.3747,0.6029,['Highest quality'],6.547851563,115.5078125,70.46875,0.4921875,54.9453125,254.8984375,-0.55,0.367,,-0.95,390.5,1.317290003,0.732537623,0.779134908,1.089345285,1.816027135900798,1.3279036563193782,-0.01486543154450147
829,829,829,829,829,829,829,2021,April,2021-04,Bega,Bega,-36.6742,149.8429,0,0.3273,0.5876,['Highest quality'],8.104492188,93.015625,64.5390625,0.579101563,4.796875,8.6015625,-0.42,0.325,,0.87,316.6015625,-1.17798819,1.052480041,0.492419416,0.485375926,1.083565642990556,1.4656749648730685,0.06926880172179042
830,830,830,830,830,830,830,2020,May,2020-05,Casino,Casino,-28.8667,153.05,0,0.3404,0.5986,['Highest quality'],2.791992188,90.5859375,43.1875,0.37890625,0.1484375,26.3984375,-0.42,0.378,,1.03,132.5,-0.475525261,-1.242171034,-1.81249672,0.090793114,-0.8127183700022537,-0.6869865751530725,-1.6342594624459656
831,831,831,831,831,831,831,2020,June,2020-06,Casino,Casino,-28.8667,153.05,0,0.3477,0.6028,['Highest quality'],2.645507813,72.5234375,37.09375,0.43359375,0.3125,69.5,-0.02,0.568,,1.18,122.796875,0.06517598,-0.394311905,-1.026714773,0.22771805,-0.7724653727099899,-0.8800859389507993,-1.4243786605246507
832,832,832,832,832,832,832,2020,July,2020-07,Casino,Casino,-28.8667,153.05,0,0.3003,0.5493,['Highest quality'],2.702148438,79.875,41.9765625,0.440429688,0.4609375,66.796875,-0.44,0.417,,-0.97,162.6953125,1.559260782,0.529772141,0.0346218,0.217197913,-0.2347228025480964,-0.7255456429878103,-1.2626993157077226
833,833,833,833,833,833,833,2020,August,2020-08,Casino,Casino,-28.8667,153.05,0,0.3436,0.5277,['Lower quality'],2.676757813,111.8828125,52.5078125,0.465820313,0.28125,18.296875,-1.28,-0.07,,-2.2,154.59375,0.035931418,0.602231298,0.23012544,-1.412084481,0.0651378820209847,-0.8178083044556516,-1.3657258236011796
834,834,834,834,834,834,834,2020,September,2020-09,Casino,Casino,-28.8667,153.05,0,0.3352,0.5174,['Highest quality'],2.524414063,137.578125,51.484375,0.395507813,0.2109375,35.1015625,-1.24,-0.084,,-0.25,120.1953125,0.287189885,-0.016050934,0.470102677,-0.81808316,0.2981312936365279,-0.7049430437518244,-1.4768614327386966
835,835,835,835,835,835,835,2020,October,2020-10,Casino,Casino,-28.8667,153.05,0,0.3082,0.4842,['Highest quality'],2.495117188,174.9296875,59.1796875,0.333007813,0.1875,58.296875,-1.19,0.233,,1.79,111.6953125,-0.087531475,-0.137481068,-0.393983495,-0.490944942,-0.0646730067834159,-0.4792786938671818,-1.9223077323915685
836,836,836,836,836,836,836,2020,November,2020-11,Casino,Casino,-28.8667,153.05,0,0.2852,0.4263,['Highest quality'],2.30859375,206.90625,76.9296875,0.298828125,0.078125,6.8984375,-1.19,0.143,,1.14,100.296875,-2.271243817,-1.414205688,-1.12891708,-0.990730876,-1.9039348059969323,-0.3561240752664361,-1.922223835036702
837,837,837,837,837,837,837,2020,December,2020-12,Casino,Casino,-28.8667,153.05,0,0.306,0.4826,['Highest quality'],2.373046875,192.453125,94.8046875,0.58203125,150.5,420.703125,-1.86,0.1,,2.28,485.8984375,2.572368917,1.788951268,1.369751447,1.269678527,0.5566941784985818,0.8394661114153413,-0.7623459991559042
838,838,838,838,838,838,838,2021,January,2021-01,Casino,Casino,-28.8667,153.05,0,0.3554,0.6062,['Highest quality'],2.7265625,200.546875,125.21875,0.805664063,43.171875,130.203125,-1.87,0.116,,1.95,557.8046875,0.044570929,1.646613125,1.266773699,0.826914659,0.7052497368265955,0.7103392639677203,-0.44875757025972657
839,839,839,839,839,839,839,2021,February,2021-02,Casino,Casino,-28.8667,153.05,0,0.3873,0.6422,['Highest quality'],2.630859375,156.4609375,108.65625,0.689453125,47.140625,201.0,-1.84,0.323,,2.19,751.90625,0.414005744,0.222169261,1.187452813,0.825385835,0.7762201527168703,0.056979399314628,-0.026592407512581552
840,840,840,840,840,840,840,2021,March,2021-03,Casino,Casino,-28.8667,153.05,0,0.3806,0.6456,['Highest quality'],3.166992188,134.3984375,102.2109375,0.854492188,157.0,271.703125,-0.55,0.367,,-0.95,602.90625,0.89814923,0.693309623,0.531586253,1.042036719,1.0463762631626183,0.5965335966207573,0.13431459265259876
841,841,841,841,841,841,841,2021,April,2021-04,Casino,Casino,-28.8667,153.05,0,0.3691,0.6004,['Highest quality'],3.141601563,104.34375,77.609375,0.791015625,81.2734375,141.296875,-0.42,0.325,,0.87,614.0,0.99300778,1.38862536,1.303307257,1.78383125,1.5370716996892777,1.3261677222723762,0.49498366010837586
842,842,842,842,842,842,842,2020,May,2020-05,Bonalbo,Bonalbo,-28.7372,152.622,0,0.3852,0.6463,['Highest quality'],2.436523438,87.890625,29.2421875,0.369140625,0.6484375,20.5,-0.42,0.378,,1.03,94.1015625,-0.482206997,-1.385016696,-2.016336907,0.133188234,-0.6867397182669478,-0.7339344843576581,-1.4672984166393888
843,843,843,843,843,843,843,2020,June,2020-06,Bonalbo,Bonalbo,-28.7372,152.622,0,0.3852,0.6423,['Highest quality'],2.348632813,69.8828125,27.5,0.404296875,0.953125,59.5,-0.02,0.568,,1.18,94.1015625,0.333717389,-0.29519636,-1.038300348,0.484684965,-0.5818046925915551,-0.7237913694222158,-1.312278122215211
844,844,844,844,844,844,844,2020,July,2020-07,Bonalbo,Bonalbo,-28.7372,152.622,0,0.3503,0.6254,['Highest quality'],2.4609375,75.5390625,34.375,0.411132813,1.0625,44.796875,-0.44,0.417,,-0.97,124.796875,1.146360624,0.725750846,0.05664539,0.581745041,-0.1849841756698254,-0.6601874126075905,-1.241383279485698
845,845,845,845,845,845,845,2020,August,2020-08,Bonalbo,Bonalbo,-28.7372,152.622,0,0.3782,0.6066,['Highest quality'],2.486328125,105.609375,38.2890625,0.409179688,1.09375,25.3984375,-1.28,-0.07,,-2.2,129.6953125,0.139124671,0.456546794,0.39753428,-1.608220644,0.1636983375169639,-0.6295962197820463,-1.270556405900427
846,846,846,846,846,846,846,2020,September,2020-09,Bonalbo,Bonalbo,-28.7372,152.622,0,0.4197,0.6167,['Lower quality'],2.37109375,131.7890625,36.84375,0.357421875,0.875,23.1015625,-1.24,-0.084,,-0.25,93.296875,-0.120328613,-0.126601338,0.228501408,-0.821109819,0.4614239529383409,-0.5572925582836481,-1.3796119192546619
847,847,847,847,847,847,847,2020,October,2020-10,Bonalbo,Bonalbo,-28.7372,152.622,0,0.3871,0.6091,['Lower quality'],2.318359375,172.84375,47.3515625,0.322265625,0.8125,55.703125,-1.19,0.233,,1.79,104.203125,-0.143512901,-0.368111192,-0.529389776,-0.496706247,0.2290298849087226,-0.4129978401763535,-1.8507038641093363
848,848,848,848,848,848,848,2020,November,2020-11,Bonalbo,Bonalbo,-28.7372,152.622,0,0.3869,0.563,['Highest quality'],2.091796875,209.2890625,65.53125,0.3203125,0.6171875,8.0,-1.19,0.143,,1.14,86.8046875,-2.122879307,-1.480407967,-1.357359418,-0.935263343,-1.945025458743891,-0.330995475255255,-1.8407672066084741
849,849,849,849,849,849,849,2020,December,2020-12,Bonalbo,Bonalbo,-28.7372,152.622,0,0.427,0.604,['Highest quality'],2.10546875,183.6640625,79.5234375,0.598632813,56.609375,281.8984375,-1.86,0.1,,2.28,345.6015625,2.000589212,0.85573664,0.540872659,0.467763689,-0.0622681527364143,0.548008967016517,-1.1436331659838517
850,850,850,850,850,850,850,2021,January,2021-01,Bonalbo,Bonalbo,-28.7372,152.622,0,0.4733,0.7288,['Highest quality'],2.572265625,187.1875,104.953125,0.793945313,36.6875,133.6015625,-1.87,0.116,,1.95,423.5,0.168429801,1.075153496,0.5323293,0.228161496,0.1775071949196291,0.4377475036464779,-0.7791012395179462
851,851,851,851,851,851,851,2021,February,2021-02,Bonalbo,Bonalbo,-28.7372,152.622,0,0.4931,0.7154,['Highest quality'],2.53515625,151.671875,91.859375,0.647460938,10.375,116.796875,-1.84,0.323,,2.19,532.296875,-0.035438864,-0.032206881,0.712231621,0.104897211,0.1585191755562223,-0.5035149891438475,-0.5141747520101774
852,852,852,852,852,852,852,2021,March,2021-03,Bonalbo,Bonalbo,-28.7372,152.622,0,0.4962,0.7441,['Highest quality'],3.053710938,129.28125,88.7890625,0.776367188,113.6484375,256.8984375,-0.55,0.367,,-0.95,507.296875,1.432300859,0.791367178,0.574579175,0.633283575,0.6126121728313342,0.2686876800082292,-0.18300187469511334
853,853,853,853,853,853,853,2021,April,2021-04,Bonalbo,Bonalbo,-28.7372,152.622,0,0.4091,0.6994,['Highest quality'],3.533203125,99.9375,66.8125,0.786132813,58.71875,121.1015625,-0.42,0.325,,0.87,494.796875,1.58151325,2.143418339,1.402217154,1.161534583,0.9348456183768512,0.8349798392450206,0.07064198781763897
854,854,854,854,854,854,854,2020,March,2020-03,Scone,Scone,-32.0833,150.85,0,0.5741,0.7716,['Highest quality'],0.764648438,116.6015625,71.3828125,0.396484375,0.0625,58.0,0.52,0.119,,2.05,285.296875,-0.026980783,1.171497568,1.153111664,-0.436898445,-0.775735210903387,-1.1126796256278737,-1.2555087821892392
855,855,855,855,855,855,855,2020,November,2020-11,Scone,Scone,-32.0833,150.85,0,0.2896,0.5311,['Highest quality'],0.889648438,197.453125,97.828125,0.474609375,0.1171875,23.203125,-1.19,0.143,,1.14,163.703125,-1.008957859,0.289206965,0.238512498,0.446823187,0.5852019703759292,0.7158661797968452,-0.11962337825346434
856,856,856,856,856,856,856,2020,December,2020-12,Scone,Scone,-32.0833,150.85,0,0.3501,0.567,['Lower quality'],0.872070313,177.1953125,74.5078125,0.426757813,0.765625,130.3984375,-1.86,0.1,,2.28,265.1015625,1.265149987,0.14614585,0.857559595,1.112454235,0.9677278576924314,1.276217349365706,0.08374513554546359
